Coefficients order=180 center=CT2077:180
Observation time
          B0 angle & Nmax:        0          180





Max Harmonic Order:180              Units: Gauss
 
  l   m      g(uT)      h(uT)
   82   25          0.155          0.194
   82   26         -0.474         -0.613
   82   27         -0.203         -0.160
   82   28          0.709         -0.293
   82   29          0.502          0.495
   82   30          0.383          0.280
   82   31          1.046         -0.467
   82   32         -0.595         -0.454
   82   33         -0.100         -0.330
   82   34         -0.797          0.066
   82   35          0.035          0.080
   82   36          0.539          0.695
   82   37         -0.103          0.118
   82   38          0.080         -0.082
   82   39          0.020         -0.435
   82   40         -0.284         -0.568
   82   41         -0.202         -0.506
   82   42         -0.121         -1.082
   82   43          0.246          0.313
   82   44          0.678         -0.417
   82   45         -0.227          0.361
   82   46          0.443         -0.315
   82   47         -0.059          0.032
   82   48          0.563          0.017
   82   49         -0.251          0.313
   82   50         -0.715         -0.253
   82   51          0.904          0.030
   82   52         -0.671          0.488
   82   53         -0.044          0.131
   82   54          0.791          0.303
   82   55         -0.296          0.212
   82   56         -0.470          0.395
   82   57         -0.237          0.023
   82   58          0.183          0.591
   82   59          0.391         -0.637
   82   60          0.624         -0.479
   82   61          0.016         -0.128
   82   62         -0.224         -0.261
   82   63         -0.672         -0.381
   82   64          0.246          0.722
   82   65          0.334         -0.208
   82   66          0.208         -0.791
   82   67          0.104          0.828
   82   68         -0.376         -0.077
   82   69          0.489          0.092
   82   70          0.254         -0.171
   82   71          1.010          0.115
   82   72         -0.038          0.003
   82   73         -0.123         -0.133
   82   74          0.475          0.092
   82   75         -0.411         -0.148
   82   76          0.112          0.357
   82   77          0.532          0.216
   82   78          0.879         -0.002
   82   79         -0.343         -0.358
   82   80          0.201          0.110
   82   81          0.548          0.065
   82   82          0.339          0.099
   83    0          0.418          0.000
   83    1         -0.453          0.770
   83    2          0.163         -0.736
   83    3         -0.739          0.311
   83    4         -1.190         -1.074
   83    5          0.301          0.537
   83    6          0.047         -0.463
   83    7          0.102          0.062
   83    8         -2.090         -0.540
   83    9         -0.592         -0.991
   83   10         -0.280         -0.563
   83   11         -0.073          0.241
   83   12         -0.875         -0.009
   83   13         -0.190         -0.227
   83   14         -0.747          0.301
   83   15         -0.273         -0.863
   83   16          0.357         -0.814
   83   17          1.015         -0.761
   83   18          0.283         -0.850
   83   19          0.624          0.339
   83   20          0.021          0.804
   83   21         -1.379         -0.672
   83   22         -0.116          0.399
   83   23          0.543         -0.281
   83   24         -0.539         -0.738
   83   25          0.321         -0.014
   83   26         -0.276         -0.477
   83   27          0.274          0.631
   83   28          0.007          0.314
   83   29         -0.338         -0.203
   83   30          0.380         -0.482
   83   31          0.077         -0.510
   83   32         -0.690          0.228
   83   33          0.181          0.172
   83   34         -0.191         -0.171
   83   35         -0.018          0.316
   83   36         -0.461          0.662
   83   37         -0.528         -0.833
   83   38         -0.583         -1.136
   83   39         -0.179         -0.329
   83   40          0.352          0.385
   83   41         -0.251          0.634
   83   42          0.496          0.364
   83   43          0.166          0.340
   83   44          0.135          0.379
   83   45          0.173          0.437
   83   46         -0.568         -0.115
   83   47          0.343         -0.012
